% Moku:Pro Data Logger
% Input A
% Input B
% Input C
% Input D
% Acquisition rate: 5.0000000000e+05 Hz, Normal mode, trigger: Input B, level: 10.00 mV
% Output A (off) - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output B (off) - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Internal 10 MHz clock
% Acquired 2025-01-16 T 01:36:54 +1100
% Time (s), Input A (V), Input B (V), Input C (V), Input D (V)
2.0016000000e-02, -9.9983293738e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0018000000e-02, -9.9989977113e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0020000000e-02, -9.9926485048e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0022000000e-02, -9.9796159231e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0024000000e-02, -9.9588974598e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0026000000e-02, -9.9308272838e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0028000000e-02, -9.8950712262e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0030000000e-02, -9.8512951183e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0032000000e-02, -9.8001672976e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0034000000e-02, -9.7406852579e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0036000000e-02, -9.6728489991e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0038000000e-02, -9.5969926900e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0040000000e-02, -9.5124479931e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0042000000e-02, -9.4192149084e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0044000000e-02, -9.3176276046e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0046000000e-02, -9.2070177442e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0048000000e-02, -9.0877194960e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0050000000e-02, -8.9593986912e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0052000000e-02, -8.8223894986e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0054000000e-02, -8.6756894118e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0056000000e-02, -8.5203009373e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0058000000e-02, -8.3555557374e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0060000000e-02, -8.1817879809e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0062000000e-02, -7.9986634990e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0064000000e-02, -7.8065164606e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0066000000e-02, -7.6053468656e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0068000000e-02, -7.3948205452e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0070000000e-02, -7.1752716682e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0072000000e-02, -6.9467002347e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0074000000e-02, -6.7094404133e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0076000000e-02, -6.4631580354e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0078000000e-02, -6.2078531008e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0080000000e-02, -5.9445281160e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0082000000e-02, -5.6725147433e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0084000000e-02, -5.3924813203e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0086000000e-02, -5.1040936783e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0088000000e-02, -4.8080201547e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0090000000e-02, -4.5042607496e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0092000000e-02, -4.1934838005e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0094000000e-02, -3.8753551386e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0096000000e-02, -3.5505431015e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0098000000e-02, -3.2190476891e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0100000000e-02, -2.8815372390e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0102000000e-02, -2.5380117511e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0104000000e-02, -2.1894737319e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0106000000e-02, -1.8355890124e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0108000000e-02, -1.4770259302e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0110000000e-02, -1.1144528229e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0112000000e-02, -7.4786969046e-02, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0114000000e-02, -3.7827903914e-02, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0116000000e-02, -5.6808689624e-04, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0118000000e-02, 3.6892231379e-02, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0120000000e-02, 7.4519634036e-02, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0122000000e-02, 1.1231412107e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0124000000e-02, 1.5014202499e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0126000000e-02, 1.8796992890e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0128000000e-02, 2.2573099906e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0130000000e-02, 2.6339181860e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0132000000e-02, 3.0088555375e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0134000000e-02, 3.3811195389e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0136000000e-02, 3.7500418527e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0138000000e-02, 4.1156224789e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0140000000e-02, 4.4761905736e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0142000000e-02, 4.8320803056e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0144000000e-02, 5.1819550000e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0146000000e-02, 5.5251463191e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0148000000e-02, 5.8613200941e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0150000000e-02, 6.1891396501e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0152000000e-02, 6.5086049871e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0154000000e-02, 6.8183794299e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0156000000e-02, 7.1174604723e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0158000000e-02, 7.4061822831e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0160000000e-02, 7.6835423560e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0162000000e-02, 7.9482040159e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0164000000e-02, 8.1998330940e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0166000000e-02, 8.4377612529e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0168000000e-02, 8.6616543238e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0170000000e-02, 8.8698414628e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0172000000e-02, 9.0626568388e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0174000000e-02, 9.2390979454e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0176000000e-02, 9.3984964451e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0178000000e-02, 9.5405181692e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0180000000e-02, 9.6641606113e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0182000000e-02, 9.7694237715e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0184000000e-02, 9.8553051434e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0186000000e-02, 9.9218047272e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0188000000e-02, 9.9679200164e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0190000000e-02, 9.9939851799e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0192000000e-02, 9.9989977113e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0194000000e-02, 9.9829576107e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0196000000e-02, 9.9455307093e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0198000000e-02, 9.8860486696e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0200000000e-02, 9.8048456603e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0202000000e-02, 9.7019216814e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0204000000e-02, 9.5766083955e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0206000000e-02, 9.4295741400e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0208000000e-02, 9.2601505774e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0210000000e-02, 9.0693402140e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0212000000e-02, 8.8558063748e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0214000000e-02, 8.6212199035e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0216000000e-02, 8.3652466315e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0218000000e-02, 8.0882207274e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0220000000e-02, 7.7901421912e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0222000000e-02, 7.4720135293e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0224000000e-02, 7.1345030792e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0226000000e-02, 6.7772766721e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0228000000e-02, 6.4020051518e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0230000000e-02, 6.0090226871e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0232000000e-02, 5.5986634468e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0234000000e-02, 5.1725982746e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0236000000e-02, 4.7311613394e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0238000000e-02, 4.2753551473e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0240000000e-02, 3.8065163736e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0242000000e-02, 3.3253133556e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0244000000e-02, 2.8334169372e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0246000000e-02, 2.3311612871e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0248000000e-02, 1.8208855868e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0250000000e-02, 1.3032581737e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0252000000e-02, 7.7961572289e-02, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0254000000e-02, 2.5196324692e-02, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0256000000e-02, -2.7903091668e-02, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0258000000e-02, -8.1102758657e-02, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0260000000e-02, -1.3433584252e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0262000000e-02, -1.8740184201e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0264000000e-02, -2.4013367273e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0266000000e-02, -2.9239766718e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0268000000e-02, -3.4399332411e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0270000000e-02, -3.9482039288e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0272000000e-02, -4.4461153850e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0274000000e-02, -4.9329992719e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0276000000e-02, -5.4065164084e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0278000000e-02, -5.8653301193e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0280000000e-02, -6.3081037296e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0282000000e-02, -6.7328322267e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0284000000e-02, -7.1378447668e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0286000000e-02, -7.5218046749e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0288000000e-02, -7.8830411072e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0290000000e-02, -8.2205515573e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0292000000e-02, -8.5323310127e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0294000000e-02, -8.8173769671e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0296000000e-02, -9.0743527455e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0298000000e-02, -9.3019216727e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0300000000e-02, -9.4990812426e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0302000000e-02, -9.6651631176e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0304000000e-02, -9.7984964538e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0306000000e-02, -9.8990812513e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0308000000e-02, -9.9652466663e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0310000000e-02, -9.9969926987e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0312000000e-02, -9.9933168423e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0314000000e-02, -9.9545532659e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0316000000e-02, -9.8796994631e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0318000000e-02, -9.7694237715e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0320000000e-02, -9.6227236847e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0322000000e-02, -9.4406017092e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0324000000e-02, -9.2230578448e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0326000000e-02, -8.9700920916e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0328000000e-02, -8.6827069558e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0330000000e-02, -8.3619049438e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0332000000e-02, -8.0076860556e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0334000000e-02, -7.6220553037e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0336000000e-02, -7.2053468569e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0338000000e-02, -6.7592315589e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0340000000e-02, -6.2850460850e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0342000000e-02, -5.7844612787e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0344000000e-02, -5.2591479841e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0346000000e-02, -4.7107770449e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0348000000e-02, -4.1416876423e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0350000000e-02, -3.5535506203e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0352000000e-02, -2.9490393290e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0354000000e-02, -2.3301587809e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0356000000e-02, -1.6995823260e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0358000000e-02, -1.0596491459e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0360000000e-02, -4.1303259044e-02, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0362000000e-02, 2.3759399013e-02, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0364000000e-02, 8.8955724575e-02, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0366000000e-02, 1.5398496576e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0368000000e-02, 2.1857978755e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0370000000e-02, 2.8243943806e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0372000000e-02, 3.4526316541e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0374000000e-02, 4.0681705146e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0376000000e-02, 4.6676692745e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0378000000e-02, 5.2484545837e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0380000000e-02, 5.8075189234e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0382000000e-02, 6.3421889433e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0384000000e-02, 6.8497912936e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0386000000e-02, 7.3273184552e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0388000000e-02, 7.7727654156e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0390000000e-02, 8.1837929934e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0392000000e-02, 8.5577278387e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0394000000e-02, 8.8928991074e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0396000000e-02, 9.1862992809e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0398000000e-02, 9.4375941903e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0400000000e-02, 9.6437763168e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0402000000e-02, 9.8045114915e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0404000000e-02, 9.9174605333e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0406000000e-02, 9.9829576107e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0408000000e-02, 9.9989977113e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0410000000e-02, 9.9655808351e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0412000000e-02, 9.8820386444e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0414000000e-02, 9.7487053082e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0416000000e-02, 9.5659149951e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0418000000e-02, 9.3336677052e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0420000000e-02, 9.0529659447e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0422000000e-02, 8.7248122199e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0424000000e-02, 8.3498748684e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0426000000e-02, 7.9304930715e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0428000000e-02, 7.4683376729e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0430000000e-02, 6.9650795166e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0432000000e-02, 6.4233919526e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0434000000e-02, 5.8452799935e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0436000000e-02, 5.2344194957e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0438000000e-02, 4.5928154717e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0440000000e-02, 3.9244779467e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0442000000e-02, 3.2327486084e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0444000000e-02, 2.5206349755e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0446000000e-02, 1.7928154108e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0448000000e-02, 1.0526316019e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0450000000e-02, 3.0409357387e-02, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0452000000e-02, -4.4845447926e-02, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0454000000e-02, -1.2003341949e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0456000000e-02, -1.9475355478e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0458000000e-02, -2.6860485129e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0460000000e-02, -3.4111947275e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0462000000e-02, -4.1186299977e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0464000000e-02, -4.8040101296e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0466000000e-02, -5.4629909292e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0468000000e-02, -6.0915623715e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0470000000e-02, -6.6857144312e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0472000000e-02, -7.2414370832e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0474000000e-02, -7.7553886399e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0476000000e-02, -8.2235590762e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0478000000e-02, -8.6429408731e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0480000000e-02, -9.0101923431e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0482000000e-02, -9.3229743048e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0484000000e-02, -9.5792817456e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0486000000e-02, -9.7761071467e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0488000000e-02, -9.9117796643e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0490000000e-02, -9.9856309608e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0492000000e-02, -9.9959901924e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0494000000e-02, -9.9428573592e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0496000000e-02, -9.8255641236e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0498000000e-02, -9.6444446543e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0500000000e-02, -9.4001672889e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0502000000e-02, -9.0937345337e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0504000000e-02, -8.7264830637e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0506000000e-02, -8.3007520603e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0508000000e-02, -7.8188807048e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0510000000e-02, -7.2832081785e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0512000000e-02, -6.6970761691e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0514000000e-02, -6.0641605330e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0516000000e-02, -5.3884712952e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0518000000e-02, -4.6740184810e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0520000000e-02, -3.9254804530e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
2.0522000000e-02, -3.1478697427e-01, 1.0949707841e+00, 0.0000000000e+00, 0.0000000000e+00
